1	500	500	[500]	TW(hoofd,vrij)	0.813008	O	B-NP	0	ROOT
26	borst	borst	[borst]	N(soort,ev,basis,zijd,stan)	0.998077	O	I-NP	24	obj1
27	.	.	[.]	LET()	1.000000	O	O	26	punct

1	502	502	[502]	TW(hoofd,vrij)	0.866067	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Familiehistorie	familiehistorie	[familiehistorisch][ie]	N(soort,ev,basis,zijd,stan)	0.836021	B-MISC	B-NP	1	mod
4	van	van	[van]	VZ(init)	0.959310	O	I-NP	3	mod
5	hartkwalen	hartkwaal	[hart][kwaal][en]	N(soort,mv,basis)	1.000000	O	I-NP	4	obj1
6	,	,	[,]	LET()	1.000000	O	O	5	punct
7	zus	zus	[zus]	N(soort,ev,basis,zijd,stan)	0.693333	O	B-NP	8	cnj
8	en	en	[en]	VG(neven)	0.999408	O	B-CONJP	4	obj1
9	moeder	moeder	[moeder]	N(soort,ev,basis,zijd,stan)	0.997481	O	B-NP	8	cnj
10	CVA	cva	[cva]	N(soort,ev,basis,onz,stan)	0.666667	B-MISC	B-NP	11	obj1
11	gehad	hebben	[ge][heb][d]	WW(vd,vrij,zonder)	0.999522	O	B-VP	0	ROOT
12	,	,	[,]	LET()	1.000000	O	O	11	punct
13	d.d.	d.d.	[d.d.]	SPEC(afk)	1.000000	O	B-PP	0	ROOT
14	502	502	[502]	SPEC(symb)	1.000000	O	B-NP	0	ROOT
15	;	;	[;]	LET()	1.000000	O	O	14	punct
16	hartfalen	hartfalen	[hart][faalen]	N(soort,ev,basis,onz,stan)	0.996268	O	B-NP	0	ROOT
17	.	.	[.]	LET()	1.000000	O	O	16	punct

1	503	503	[503]	TW(hoofd,prenom,stan)	0.913043	O	B-NP	4	det
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	medische	medisch	[medisch][e]	ADJ(prenom,basis,met-e,stan)	0.999763	O	B-NP	4	mod
4	historie	historie	[historisch][ie]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	0	ROOT
5	myocardinfarct	myocardinfarct	[myocard][infarct]	N(soort,ev,basis,zijd,stan)	0.354283	O	B-VP	4	app
6	1986	1986	[1986]	TW(hoofd,vrij)	0.989011	O	B-NP	7	cnj
7	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	5	app
8	1987	1987	[1987]	TW(hoofd,vrij)	0.993679	O	B-NP	4	mod
9	,	,	[,]	LET()	1.000000	O	O	8	punct
10	recidief	recidief	[recidief]	N(soort,ev,basis,onz,stan)	0.996804	O	B-NP	0	ROOT
11	myocardinfarct	myocardinfarct	[myocard][infarct]	N(soort,ev,basis,onz,stan)	0.363536	O	B-NP	10	app
12	2007	2007	[2007]	TW(hoofd,vrij)	0.991588	O	B-NP	11	app
13	.	.	[.]	LET()	1.000000	O	O	12	punct

1	amiliaire	amiliair	[amiliair][e]	ADJ(prenom,basis,met-e,stan)	1.000000	O	B-NP	2	mod
2	hypercholesterolemie	hypercholesterolemie	[hyper][cholesterolemie]	N(soort,ev,basis,zijd,stan)	0.998454	O	B-NP	14	cnj
3	met	met	[met]	VZ(init)	0.999480	O	B-PP	2	mod
4	ernstig	ernstig	[ernst][ig]	ADJ(prenom,basis,zonder)	1.000000	O	B-NP	6	mod
5	belaste	belast	[be][last][e]	ADJ(prenom,basis,met-e,stan)	0.703883	O	I-NP	6	mod
6	familie-anamnese	familie-anamnese	[familieanamnese]	N(soort,ev,basis,zijd,stan)	1.000000	O	I-NP	3	obj1
7	:	:	[:]	LET()	1.000000	O	O	6	punct
8	vader	vader	[vader]	N(soort,ev,basis,zijd,stan)	0.997481	O	B-NP	6	mod
9	,	,	[,]	LET()	1.000000	O	O	8	punct
10	moeder	moeder	[moeder]	N(soort,ev,basis,zijd,stan)	0.997481	O	B-NP	14	cnj
11	,	,	[,]	LET()	1.000000	O	O	10	punct
12	twee	twee	[twee]	TW(hoofd,prenom,stan)	0.995720	O	B-NP	13	det
13	zussen	zus	[zus][en]	N(soort,mv,basis)	0.997993	O	I-NP	14	cnj
14	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	17	obj1
15	een	een	[een]	LID(onbep,stan,agr)	0.999560	O	B-NP	16	det
16	broer	broer	[broer]	N(soort,ev,basis,zijd,stan)	0.998221	O	I-NP	14	cnj
17	overleden	overlijden	[over][lijden]	WW(vd,vrij,zonder)	0.851135	O	B-VP	0	ROOT
18	allen	al	[allen]	VNW(onbep,det,stan,nom,met-e,mv-n)	0.941176	O	B-ADVP	0	ROOT
19	op	op	[op]	VZ(init)	0.996560	O	B-PP	18	mod
20	een	een	[een]	LID(onbep,stan,agr)	0.999286	O	B-NP	21	det
21	leeftijd	leeftijd	[leef][tijd]	N(soort,ev,basis,zijd,stan)	0.999268	O	I-NP	19	obj1
22	van	van	[van]	VZ(init)	0.959310	O	B-PP	21	mod
23	47	47	[47]	TW(hoofd,prenom,stan)	0.627863	O	B-NP	24	det
24	-49	-49	[-49]	TW(hoofd,prenom,stan)	0.954399	O	B-NP	25	det
25	jaar	jaar	[jaar]	N(soort,ev,basis,onz,stan)	0.999642	O	I-NP	22	obj1
26	aan	aan	[aan]	VZ(init)	0.984083	O	B-PP	25	mod
27	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	28	det
28	myocardinfarct	myocardinfarct	[myocard][infarct]	N(soort,ev,basis,onz,stan)	1.000000	O	I-NP	26	obj1
29	.	.	[.]	LET()	1.000000	O	O	28	punct

1	503	503	[503]	TW(hoofd,prenom,stan)	0.913043	O	B-NP	3	det
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	D	d	[d]	N(soort,ev,basis,zijd,stan)	0.994581	O	B-NP	0	ROOT
4	.	.	[.]	LET()	1.000000	O	O	3	punct

1	D	d	[d]	N(soort,ev,basis,zijd,stan)	0.994581	O	O	0	ROOT
2	.	.	[.]	LET()	1.000000	O	O	1	punct

1	503	503	[503]	TW(hoofd,prenom,stan)	0.913043	O	B-NP	3	det
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	recidief	recidief	[recidief]	N(soort,ev,basis,onz,stan)	0.996804	O	B-NP	0	ROOT
4	myocardinfarct	myocardinfarct	[myocard][infarct]	N(soort,ev,basis,zijd,stan)	0.407204	O	I-NP	3	app
5	.	.	[.]	LET()	1.000000	O	O	4	punct

1	503	503	[503]	TW(hoofd,prenom,stan)	0.913043	O	B-NP	6	det
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Cholesterol	cholesterol	[cholesterol]	N(soort,ev,basis,zijd,stan)	0.992126	O	B-NP	6	cnj
4	11	11	[11]	TW(hoofd,vrij)	0.698220	O	B-NP	5	det
5	mmol	mmol	[m][mol]	N(soort,ev,basis,zijd,stan)	0.808065	O	I-NP	3	app
6	L.	L.	[L.]	SPEC(afk)	1.000000	B-PER	B-NP	0	ROOT
7	503	503	[503]	TW(hoofd,prenom,stan)	0.913043	O	B-NP	9	det
8	;	;	[;]	LET()	1.000000	O	O	7	punct
9	LDL	LDL	[LDL]	SPEC(deeleigen)	1.000000	B-LOC	B-NP	6	cnj
10	8.4	8.4	[8.4]	TW(hoofd,prenom,stan)	0.558651	O	I-NP	11	det
11	mmol	mmol	[m][mol]	N(soort,ev,basis,zijd,stan)	0.890420	O	I-NP	9	obj1
12	L.	L.	[L.]	SPEC(afk)	1.000000	B-PER	I-NP	0	ROOT
13	503	503	[503]	TW(hoofd,prenom,stan)	0.913043	O	B-NP	15	det
14	;	;	[;]	LET()	1.000000	O	O	13	punct
15	conclusie	conclusie	[conclusie]	N(soort,ev,basis,zijd,stan)	0.998230	O	B-NP	0	ROOT
16	:	:	[:]	LET()	1.000000	O	O	15	punct
17	Myocard	myocard	[myocard]	ADJ(vrij,basis,zonder)	0.383651	B-PER	B-NP	18	mod
18	infarct	infarct	[infarct]	N(soort,ev,basis,onz,stan)	0.974359	O	I-NP	15	mod
19	.	.	[.]	LET()	1.000000	O	O	18	punct

1	503	503	[503]	TW(hoofd,prenom,stan)	0.913043	O	B-NP	3	det
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Patient	patient	[patient]	N(soort,ev,basis,onz,stan)	0.870390	B-LOC	B-NP	4	su
4	had	hebben	[heb][d]	WW(pv,verl,ev)	0.999771	O	B-VP	0	ROOT
5	daarnaast	daarnaast	[daarnaast]	BW()	0.999219	O	B-PP	4	mod
6	nog	nog	[nog]	BW()	0.999930	O	B-ADVP	8	mod
7	veel	veel	[veel]	VNW(onbep,grad,stan,prenom,zonder,agr,basis)	0.933333	O	B-NP	8	det
8	vragen	vraag	[vraag][en]	N(soort,mv,basis)	0.870130	O	I-NP	4	obj1
9	over	over	[over]	VZ(init)	0.947368	O	B-PP	8	mod
10	dieet	dieet	[dieet]	N(soort,ev,basis,onz,stan)	0.978723	O	B-NP	9	obj1
11	.	.	[.]	LET()	1.000000	O	O	10	punct

1	503	503	[503]	TW(hoofd,prenom,stan)	0.913043	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Hiervoor	hiervoor	[hier][voor]	BW()	0.995867	O	B-PP	9	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999734	O	B-NP	5	det
5	verwijsbrief	verwijsbrief	[ver][wijs][brief]	N(soort,ev,basis,zijd,stan)	0.999440	O	I-NP	3	obj1
6	voor	voor	[voor]	VZ(init)	0.999444	O	B-PP	5	mod
7	de	de	[de]	LID(bep,stan,rest)	0.981886	O	B-NP	8	det
8	dietiste	dietiste	[dieet][ist][e]	N(soort,ev,basis,zijd,stan)	0.861580	O	I-NP	6	obj1
9	meegegeven	meegeven	[meegegeven]	WW(vd,vrij,zonder)	0.998549	O	B-VP	0	ROOT
10	.	.	[.]	LET()	1.000000	O	O	9	punct

1	504	504	[504]	TW(hoofd,vrij)	0.986948	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Consolidatie	consolidatie	[consolideer][atie]	N(soort,ev,basis,zijd,stan)	0.918899	B-MISC	B-NP	1	mod
4	in	in	[in]	VZ(init)	0.931125	O	B-PP	3	mod
5	linker	linker	[link][er]	ADJ(prenom,basis,zonder)	0.802548	O	B-ADJP	6	mod
6	onderkwab	onderkwab	[onder][kwab]	N(soort,ev,basis,onz,stan)	0.598308	O	I-ADJP	4	obj1
7	DD	DD	[DD]	SPEC(symb)	1.000000	B-MISC	B-NP	8	mod
8	longinfarct	longinfarct	[long][infarct]	N(soort,ev,basis,onz,stan)	0.824258	O	B-VP	9	cnj
9	of	of	[of]	VG(neven)	0.855677	O	B-CONJP	0	ROOT
10	ruimte-innemend	ruimte-innemen	[ruim][te][inneem][end]	WW(od,prenom,zonder)	0.935988	O	B-NP	11	mod
11	proces	proces	[proces]	N(soort,ev,basis,onz,stan)	0.996175	O	I-NP	9	cnj
12	waarvoor	waarvoor	[waar][voor]	BW()	0.997988	O	B-SBAR	13	mod
13	controle	controle	[controle]	N(soort,ev,basis,zijd,stan)	0.997691	O	B-NP	0	ROOT
14	CT-thorax	CT-thorax	[CT-thorax]	SPEC(deeleigen)	1.000000	B-MISC	B-NP	13	app
15	over	over	[over]	VZ(init)	0.743341	O	B-PP	13	mod
16	6	6	[6]	TW(hoofd,prenom,stan)	0.937500	O	B-NP	17	det
17	weken	week	[week][en]	N(soort,mv,basis)	0.975610	O	I-NP	15	obj1
18	.	.	[.]	LET()	1.000000	O	O	17	punct

1	504	504	[504]	TW(hoofd,vrij)	0.986948	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Patient	patient	[patient]	N(soort,ev,basis,zijd,stan)	0.313210	B-LOC	B-NP	1	mod
4	pijnstillers	pijnstiller	[pijn][stil][er][s]	N(soort,mv,basis)	0.998020	O	I-NP	3	app
5	voorgeschreven	voorschrijven	[voor][ge][schrijf][en]	WW(vd,vrij,zonder)	0.983051	O	B-VP	6	cnj
6	en	en	[en]	VG(neven)	0.999615	O	B-CONJP	0	ROOT
7	rust	rust	[rust]	N(soort,ev,basis,zijd,stan)	0.998221	O	B-NP	6	cnj
8	aanbevolen	aanbevelen	[aan][beveel][en]	WW(vd,vrij,zonder)	0.991826	O	B-VP	6	cnj
9	.	.	[.]	LET()	1.000000	O	O	8	punct

1	504	504	[504]	TW(hoofd,vrij)	0.986948	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Risico	Risico	[Risico]	SPEC(deeleigen)	1.000000	B-PER	B-NP	1	app
4	op	op	[op]	VZ(init)	0.830347	O	B-PP	3	mod
5	mycoard	mycoard	[mycoard]	ADJ(prenom,basis,zonder)	0.341048	O	B-NP	6	mod
6	infarct	infarct	[infarct]	N(soort,ev,basis,onz,stan)	0.994819	O	B-VP	4	obj1
7	wegens	wegens	[wegens]	VZ(init)	0.997963	O	B-PP	6	mod
8	zwaar	zwaar	[zwaar]	ADJ(vrij,basis,zonder)	0.785714	O	B-NP	9	mod
9	belastende	belasten	[be][last][end][e]	WW(od,prenom,met-e)	0.733333	O	I-NP	10	mod
10	familie	familie	[familie]	N(soort,ev,basis,zijd,stan)	0.986294	O	I-NP	7	obj1
11	anamnese	anamnese	[anamnese]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	7	obj1
12	505	505	[505]	TW(hoofd,vrij)	1.000000	O	B-NP	11	app
13	;	;	[;]	LET()	1.000000	O	O	12	punct
14	Patient	patient	[patient]	N(soort,ev,basis,onz,stan)	0.699776	B-LOC	B-NP	15	su
15	rookt	roken	[rook][t]	WW(pv,tgw,met-t)	0.998984	O	B-VP	0	ROOT
16	gemiddeld	gemiddeld	[gemiddeld]	ADJ(vrij,basis,zonder)	0.961686	O	B-ADVP	18	mod
17	30	30	[30]	TW(hoofd,prenom,stan)	0.952381	O	B-NP	18	det
18	sigaretten	sigaret	[sigaret][en]	N(soort,mv,basis)	0.998020	O	I-NP	15	obj1
19	per	per	[per]	VZ(init)	0.927508	O	B-PP	18	mod
20	dag	dag	[dag]	N(soort,ev,basis,zijd,stan)	0.999163	O	B-NP	19	obj1
21	ondanks	ondanks	[ondanks]	VZ(init)	0.997963	O	B-PP	20	mod
22	emfyseem	emfyseem	[emfyseem]	N(soort,ev,basis,onz,stan)	1.000000	O	B-NP	21	obj1
23	.	.	[.]	LET()	1.000000	O	O	22	punct

1	505	505	[505]	TW(hoofd,vrij)	0.893310	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	familie	familie	[familie]	N(soort,ev,basis,zijd,stan)	0.973684	O	B-NP	8	cnj
4	anamnese	anamnese	[anamnese]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	3	app
5	CVA	cva	[cva]	N(soort,ev,basis,onz,stan)	0.500000	B-MISC	B-NP	3	mod
6	bij	bij	[bij]	VZ(init)	0.994350	O	B-PP	5	mod
7	moeder	moeder	[moeder]	N(soort,ev,basis,zijd,stan)	0.997481	O	B-NP	6	obj1
8	en	en	[en]	VG(neven)	0.999408	O	B-CONJP	0	ROOT
9	vader	vader	[vader]	N(soort,ev,basis,zijd,stan)	0.997481	O	B-NP	8	cnj
10	.	.	[.]	LET()	1.000000	O	O	9	punct

1	505	505	[505]	TW(hoofd,vrij)	0.918265	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Coronary	Coronary	[Coronary]	SPEC(vreemd)	1.000000	B-EVE	B-NP	0	ROOT
4	heart	heart	[heart]	SPEC(vreemd)	1.000000	O	B-VP	5	mod
5	disease	disease	[disease]	SPEC(vreemd)	1.000000	O	B-NP	3	cnj
6	bij	bij	[bij]	VZ(init)	0.995378	O	B-PP	5	mod
7	broer	broer	[broer]	N(soort,ev,basis,zijd,stan)	0.998865	O	B-NP	6	obj1
8	.	.	[.]	LET()	1.000000	O	O	7	punct

1	505	505	[505]	TW(hoofd,vrij)	0.914547	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	d	d	[d]	SPEC(symb)	1.000000	O	O	1	mod
4	.	.	[.]	LET()	1.000000	O	O	3	punct

1	d	d	[d]	SPEC(symb)	1.000000	O	O	0	ROOT
2	.	.	[.]	LET()	1.000000	O	O	1	punct

1	505	505	[505]	TW(hoofd,vrij)	0.906193	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	CVA	cva	[cva]	N(soort,ev,basis,onz,stan)	0.734043	B-MISC	B-NP	4	cnj
4	maar	maar	[maar]	VG(neven)	0.620690	O	B-CONJP	10	mod
5	kan	kunnen	[kan]	WW(pv,tgw,ev)	0.999383	O	B-VP	4	cnj
6	ook	ook	[ook]	BW()	0.999979	O	B-ADVP	5	mod
7	gevolg	gevolg	[ge][volg]	N(soort,ev,basis,onz,stan)	0.996804	O	B-NP	10	predc
8	cerebral	cerebral	[cerebral]	N(soort,ev,basis,zijd,stan)	0.727487	O	B-ADVP	7	app
9	bypass	bypass	[bypass]	N(soort,ev,basis,zijd,stan)	0.998540	O	B-NP	10	predc
10	zijn	zijn	[zijn]	WW(inf,vrij,zonder)	1.000000	O	B-VP	0	ROOT
11	uit	uit	[uit]	VZ(init)	0.568395	O	B-PP	10	mod
12	2009	2009	[2009]	TW(hoofd,vrij)	0.989362	O	B-NP	11	obj1
13	.	.	[.]	LET()	1.000000	O	O	12	punct

1	505	505	[505]	TW(hoofd,vrij)	0.914547	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Verder	ver	[ver][er]	ADJ(prenom,basis,zonder)	1.000000	O	B-ADJP	4	mod
4	onderzoek	onderzoek	[onder][zoek]	N(soort,ev,basis,onz,stan)	0.997361	O	B-NP	5	su
5	heeft	hebben	[heb][t]	WW(pv,tgw,met-t)	0.998149	O	B-VP	0	ROOT
6	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	7	det
7	CVA	cva	[cva]	N(soort,ev,basis,onz,stan)	0.734043	B-MISC	I-NP	5	su
8	ongerelateerd	onrelateren	[onge][relateer][d]	WW(vd,vrij,zonder)	0.927209	O	B-VP	5	vc
9	aan	aan	[aan]	VZ(init)	0.983740	O	B-PP	8	mod
10	bypass	bypass	[bypass]	N(soort,ev,basis,zijd,stan)	0.998221	O	B-NP	9	obj1
11	uitgewezen	uitwijzen	[uit][ge][wijs][en]	WW(vd,vrij,zonder)	0.991826	O	B-VP	5	vc
12	.	.	[.]	LET()	1.000000	O	O	11	punct

1	506	506	[506]	TW(hoofd,vrij)	0.970503	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Patient	patient	[patient]	N(soort,ev,basis,onz,stan)	0.551285	B-LOC	B-NP	4	obj1
4	binnengekomen	binnenkomen	[binnen][ge][kom][en]	WW(vd,vrij,zonder)	0.999154	O	B-VP	0	ROOT
5	met	met	[met]	VZ(init)	0.999480	O	B-PP	4	mod
6	acuut	acuut	[acuut]	ADJ(prenom,basis,zonder)	0.902439	O	B-ADJP	7	mod
7	hartfalen	hartfalen	[hart][faalen]	N(soort,ev,basis,onz,stan)	0.996175	O	B-NP	5	obj1
8	waarna	waarna	[waarna]	BW()	0.999464	O	B-SBAR	7	mod
9	een	een	[een]	LID(onbep,stan,agr)	0.998962	O	B-NP	10	det
10	hartstilstand	hartstilstand	[hart][stil][stand]	N(soort,ev,basis,zijd,stan)	0.998306	O	I-NP	11	obj1
11	op	op	[op]	VZ(fin)	0.833333	O	B-PP	12	svp
12	trad	treden	[treed]	WW(pv,verl,ev)	0.997744	O	B-VP	8	body
13	.	.	[.]	LET()	1.000000	O	O	12	punct

1	506	506	[506]	TW(hoofd,vrij)	0.970503	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Patient	patient	[patient]	N(soort,ev,basis,onz,stan)	0.806865	B-LOC	B-NP	4	su
4	is	zijn	[zijn]	WW(pv,tgw,ev)	0.999447	O	B-VP	0	ROOT
5	enige	enig	[enige]	VNW(onbep,det,stan,prenom,met-e,rest)	0.925562	O	B-NP	6	det
6	tijd	tijd	[tijd]	N(soort,ev,basis,zijd,stan)	0.999884	O	I-NP	4	predc
7	gereanimeerd	reanimeren	[ge][re][animeer][d]	WW(vd,vrij,zonder)	0.997135	O	B-VP	4	vc
8	,	,	[,]	LET()	1.000000	O	O	7	punct
9	waarna	waarna	[waarna]	BW()	0.997264	O	B-SBAR	7	mod
10	er	er	[er]	VNW(aanw,adv-pron,stan,red,3,getal)	0.997290	O	B-ADVP	14	mod
11	weer	weer	[weer]	BW()	0.992612	O	B-ADVP	14	mod
12	een	een	[een]	LID(onbep,stan,agr)	0.996212	O	B-NP	13	det
13	hartslag	hartslag	[hart][slag]	N(soort,ev,basis,zijd,stan)	0.999183	O	I-NP	14	su
14	ontstond	ontstaan	[ont][sta][d]	WW(pv,verl,ev)	0.997744	O	B-VP	9	body
15	.	.	[.]	LET()	1.000000	O	O	14	punct

1	506	506	[506]	TW(hoofd,vrij)	0.945282	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Geen	geen	[geen]	VNW(onbep,det,stan,prenom,zonder,agr)	0.996887	O	B-NP	4	det
4	Hersen	hersen	[hers][en]	N(soort,mv,basis)	0.720992	B-PER	B-NP	7	obj1
5	activiteit	activiteit	[actief][iteit]	N(soort,ev,basis,zijd,stan)	0.998723	O	I-NP	4	mod
6	meer	veel	[meer]	VNW(onbep,grad,stan,vrij,zonder,comp)	0.918919	O	B-ADVP	7	mod
7	waargenomen	waarnemen	[waar][ge][neem][en]	WW(vd,vrij,zonder)	0.954545	O	B-ADJP	0	ROOT
8	na	na	[na]	VZ(init)	0.867182	O	B-PP	7	mod
9	IC	IC	[IC]	SPEC(deeleigen)	1.000000	B-MISC	B-NP	8	obj1
10	.	.	[.]	LET()	1.000000	O	O	9	punct

1	506	506	[506]	TW(hoofd,vrij)	0.941249	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Met	met	[met]	VZ(init)	0.996416	O	B-PP	7	mod
4	familie	familie	[familie]	N(soort,ev,basis,zijd,stan)	0.998825	O	B-NP	3	obj1
5	over	over	[over]	VZ(init)	0.993103	O	B-PP	4	mod
6	euthanasie	euthanasie	[euthanasie]	N(soort,ev,basis,zijd,stan)	0.998221	O	B-NP	5	obj1
7	gesproken	spreken	[ge][spreek][en]	WW(vd,vrij,zonder)	0.851135	O	B-VP	0	ROOT
8	507	507	[507]	TW(hoofd,vrij)	0.577381	O	B-NP	0	ROOT
9	;	;	[;]	LET()	1.000000	O	O	8	punct
10	Patient	patient	[patient]	N(soort,ev,basis,onz,stan)	0.561719	B-LOC	B-NP	11	obj1
11	binnengebracht	binnenbrengen	[binnen][ge][breng][t]	WW(vd,vrij,zonder)	0.999154	O	B-VP	0	ROOT
12	met	met	[met]	VZ(init)	0.999728	O	B-PP	11	mod
13	pijn	pijn	[pijn]	N(soort,ev,basis,zijd,stan)	0.998306	O	B-NP	12	obj1
14	op	op	[op]	VZ(init)	0.998108	O	B-PP	13	mod
15	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	16	det
16	borst	borst	[borst]	N(soort,ev,basis,zijd,stan)	0.999461	O	I-NP	14	obj1
17	en	en	[en]	VG(neven)	0.999888	O	B-CONJP	14	obj1
18	nog	nog	[nog]	BW()	0.999930	O	B-ADVP	20	mod
19	steeds	steeds	[steeds]	BW()	0.998251	O	I-ADVP	20	mod
20	veel	veel	[veel]	VNW(onbep,grad,stan,prenom,zonder,agr,basis)	0.946921	O	B-NP	21	det
21	last	last	[last]	N(soort,ev,basis,zijd,stan)	0.999602	O	I-NP	17	cnj
22	van	van	[van]	VZ(init)	0.999655	O	B-PP	21	mod
23	spierpijn	spierpijn	[spier][pijn]	N(soort,ev,basis,zijd,stan)	0.998865	O	B-NP	22	obj1
24	.	.	[.]	LET()	1.000000	O	O	23	punct

1	507	507	[507]	TW(hoofd,vrij)	0.846412	O	B-NP	3	su
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Heeft	hebben	[heb][t]	WW(pv,tgw,met-t)	0.991071	O	B-VP	0	ROOT
4	sinds	sinds	[sinds]	VZ(init)	0.997963	O	B-PP	3	mod
5	kort	kort	[kort]	ADJ(vrij,basis,zonder)	0.900000	O	B-ADJP	6	mod
6	ook	ook	[ook]	BW()	0.999979	O	B-ADVP	8	mod
7	weer	weer	[weer]	BW()	0.995000	O	B-ADVP	8	mod
8	last	last	[last]	N(soort,ev,basis,zijd,stan)	0.999602	O	B-NP	4	obj1
9	van	van	[van]	VZ(init)	0.999646	O	B-PP	8	mod
10	angstaanvallen	angstaanval	[angst][aanval][en]	N(soort,mv,basis)	0.990748	O	B-NP	9	obj1
11	.	.	[.]	LET()	1.000000	O	O	10	punct

1	507	507	[507]	TW(hoofd,vrij)	0.814233	O	B-NP	0	ROOT
2	;	;	[;]	LET()	1.000000	O	O	1	punct
3	Er	er	[er]	VNW(aanw,adv-pron,stan,red,3,getal)	0.998121	O	B-ADVP	4	mod
4	is	zijn	[zijn]	WW(pv,tgw,ev)	0.999447	O	B-VP	0	ROOT
5	sprake	sprake	[sprake]	N(soort,ev,basis,zijd,stan)	0.885714	O	B-NP	4	su
6	van	van	[van]	VZ(init)	0.998991	O	B-PP	5	mod
7	hartfalen	hartfalen	[hart][faalen]	N(soort,ev,basis,onz,stan)	0.998214	O	B-NP	8	cnj
8	en	en	[en]	VG(neven)	0.999888	O	B-CONJP	6	obj1
