11	4	4	[4]	TW(hoofd,vrij)	0.582751	O	I-NP		
12	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.455688	O	I-NP		

text 44	tablet	tablet	[tablet]	N(soort,ev,basis,onz,stan)	0.600000	O	I-NP	2	su
1	4	4	[4]	TW(hoofd,vrij)	0.582751	O	B-NP		
2	tablet	tablet	[tablet]	N(soort,ev,basis,onz,stan)	0.622074	O	I-NP		
3	tablet	tablet	[tablet]	N(soort,ev,basis,onz,stan)	0.638462	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	tablet	tablet	[tablet]	N(soort,ev,basis,onz,stan)	0.638462	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	O		
7	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	B-NP		
8	(	(	[(]	LET()	1.000000	O	O		
9	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
10	,	,	[,]	LET()	1.000000	O	O		
11	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
12	,	,	[,]	LET()	1.000000	O	O		
13	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
14	,	,	[,]	LET()	1.000000	O	O		
15	onz	onz	[onz]	N(soort,ev,basis,zijd,stan)	0.825560	O	B-NP		
16	,	,	[,]	LET()	1.000000	O	O		
17	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
18	)	)	[)]	LET()	1.000000	O	O		
19	0.600000	0.600000	[0.600000]	TW(hoofd,prenom,stan)	0.369343	O	B-NP		
20	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
21	I-NP	I-NP	[I-NP]	SPEC(deeleigen)	1.000000	B-ORG	I-NP		
22	2	2	[2]	TW(hoofd,vrij)	0.582751	O	I-NP		
23	su	su	[su]	N(soort,ev,basis,zijd,stan)	0.347838	O	I-NP		

text 55	.
.
[.]
LET()	1.000000	O	O	4	punct
1	5	5	[5]	TW(hoofd,vrij)	0.855556	O	B-NP		
2	.	.	[.]	LET()	1.000000	O	O		

1	.	.	[.]	LET()	1.000000	O	O		

1	[	[	[[]	LET()	1.000000	O	O		
2	.	.	[.]	LET()	1.000000	O	O		
3	]	]	[]]	LET()	1.000000	O	O		

1	LET	LET	[LET]	SPEC(deeleigen)	1.000000	O	B-NP		
2	(	(	[(]	LET()	1.000000	O	O		
3	)	)	[)]	LET()	1.000000	O	O		
4	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	O	B-NP		
5	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
6	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
7	4	4	[4]	TW(hoofd,vrij)	0.582751	O	I-NP		
8	punct	punct	[punct]	N(soort,ev,basis,onz,stan)	0.467459	O	I-NP		

text 6text 71	Gravidarum_Chorea	Gravidarum_Chorea	[Gravidarum]_[Chorea]	SPEC(deeleigen)_SPEC(deeleigen)	1.000000	B-PER_I-PER	B-NP_I-NP	0	ROOT
1	1	1	[1]	TW(hoofd,vrij)	0.698220	O	B-NP		
2	Gravidarum_Chorea_Gravidarum_Chorea	Gravidarum_Chorea_Gravidarum_Chorea	[Gravidarum_Chorea]_[Gravidarum_Chorea]	SPEC(deeleigen)_SPEC(deeleigen)	1.000000	B-PER_I-PER	B-NP_I-NP		
3	[	[	[[]	LET()	1.000000	O	O		
4	Gravidarum	Gravidarum	[Gravidarum]	SPEC(deeleigen)	1.000000	B-PER	B-NP		
5	]	]	[]]	LET()	1.000000	O	O		
6	_	_	[_]	LET()	1.000000	O	O		
7	[	[	[[]	LET()	1.000000	O	O		
8	Chorea	Chorea	[Chorea]	SPEC(deeleigen)	1.000000	B-PER	B-NP		
9	]	]	[]]	LET()	1.000000	O	O		
10	SPEC	SPEC	[SPEC]	SPEC(deeleigen)	1.000000	B-PER	B-NP		
11	(deeleigen)_SPEC(deeleigen)	(deeleigen)_SPEC(deeleigen)	[(deeleigen)_SPEC(deeleigen)]	SPEC(afk)	1.000000	O	I-NP		
12	1.000000	1.000000	[1.000000]	TW(hoofd,prenom,stan)	0.602582	O	B-NP		
13	B-PER_I-PER	b-per_i-per	[b-per_][i][per]	ADJ(prenom,basis,zonder)	0.395159	B-MISC	I-NP		
14	B-NP_I-NP	B-NP_I-NP	[B-NP_I-NP]	SPEC(deeleigen)	1.000000	I-MISC	I-NP		
15	0	0	[0]	TW(hoofd,vrij)	0.993492	O	B-NP		
16	ROOT	root	[root]	N(soort,ev,basis,zijd,stan)	0.494754	B-MISC	I-NP		

text 82	.
.
[.]
LET()	1.000000	O	O	1	punct
1	2	2	[2]	TW(hoofd,vrij)	0.855556	O	B-NP		
2	.	.	[.]	LET()	1.000000	O	O		

1	.	.	[.]	LET()	1.000000	O	O		

1	[	[	[[]	LET()	1.000000	O	O		
2	.	.	[.]	LET()	1.000000	O	O		
3	]	]	[]]	LET()	1.000000	O	O		

1	LET	LET	[LET]	SPEC(deeleigen)	1.000000	O	B-NP		
2	(	(	[(]	LET()	1.000000	O	O		
3	)	)	[)]	LET()	1.000000	O	O		
4	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	O	B-NP		
5	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
6	O	O	[O]	SPEC(deeleigen)	1.000000	O	I-NP		
7	1	1	[1]	TW(hoofd,vrij)	0.698220	O	I-NP		
8	punct	punct	[punct]	N(soort,ev,basis,zijd,stan)	0.397555	O	I-NP		

text 9text 101	Antiallergenic	Antiallergenic	[Antiallergenic]	SPEC(deeleigen)	1.000000	B-PER	B-NP	2	mod
1	1	1	[1]	TW(hoofd,vrij)	0.698220	O	B-NP		
2	Antiallergenic_Antiallergenic	Antiallergenic_Antiallergenic	[Antiallergenic]_[Antiallergenic]	SPEC(deeleigen)_SPEC(deeleigen)	1.000000	B-PER_I-PER	B-NP_I-NP		
3	[	[	[[]	LET()	1.000000	O	O		
4	Antiallergenic	Antiallergenic	[Antiallergenic]	SPEC(deeleigen)	1.000000	B-PER	B-NP		
5	]	]	[]]	LET()	1.000000	O	O		
6	SPEC(deeleigen)	SPEC(deeleigen)	[SPEC(deeleigen)]	SPEC(deeleigen)	1.000000	B-PER	B-NP		
7	1.000000	1.000000	[1.000000]	TW(hoofd,prenom,stan)	0.357196	O	B-NP		
8	B-PER	b-per	[b-per]	ADJ(prenom,basis,zonder)	0.307574	B-MISC	I-NP		
9	B-NP	B-NP	[B-NP]	SPEC(deeleigen)	1.000000	I-MISC	B-NP		
10	2	2	[2]	TW(hoofd,vrij)	0.582751	O	I-NP		
11	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.424647	O	I-NP		

text 112	drug	drug	[drug]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	0	ROOT
1	2	2	[2]	TW(hoofd,prenom,stan)	0.500000	O	B-NP		
2	drug	drug	[drug]	N(soort,ev,basis,zijd,stan)	0.947368	O	I-NP		
3	drug	drug	[drug]	N(soort,ev,basis,zijd,stan)	0.997608	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	drug	drug	[drug]	N(soort,ev,basis,zijd,stan)	0.997608	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	O		
7	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	B-NP		
8	(	(	[(]	LET()	1.000000	O	O		
9	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
10	,	,	[,]	LET()	1.000000	O	O		
11	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
12	,	,	[,]	LET()	1.000000	O	O		
13	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
14	,	,	[,]	LET()	1.000000	O	O		
15	zijd	zijd	[zijd]	BW()	0.500000	O	B-NP		
16	,	,	[,]	LET()	1.000000	O	O		
17	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
18	)	)	[)]	LET()	1.000000	O	O		
19	0.997691	0.997691	[0.997691]	SPEC(symb)	1.000000	O	B-NP		
20	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
21	I-NP	I-NP	[I-NP]	SPEC(deeleigen)	1.000000	O	I-NP		
22	0	0	[0]	TW(hoofd,vrij)	0.993492	O	B-NP		
23	ROOT	root	[root]	N(soort,ev,basis,zijd,stan)	0.494754	O	I-NP		

text 123	overdose	overdose	[over][dose]	N(soort,ev,basis,zijd,stan)	0.760946	O	B-VP	2	obj1
1	3	3	[3]	TW(hoofd,vrij)	0.582751	O	B-NP		
2	overdose	overdose	[over][dose]	N(soort,ev,basis,zijd,stan)	0.727971	O	I-NP		
3	overdose	overdose	[over][dose]	N(soort,ev,basis,zijd,stan)	0.709675	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	over	over	[over]	VZ(init)	0.666667	O	B-PP		
6	]	]	[]]	LET()	1.000000	O	B-NP		
7	[	[	[[]	LET()	1.000000	O	I-NP		
8	dose	dose	[dose]	N(soort,ev,basis,zijd,stan)	0.921973	O	B-NP		
9	]	]	[]]	LET()	1.000000	O	B-NP		
10	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	I-NP		
11	(	(	[(]	LET()	1.000000	O	O		
12	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
13	,	,	[,]	LET()	1.000000	O	O		
14	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
15	,	,	[,]	LET()	1.000000	O	O		
16	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
17	,	,	[,]	LET()	1.000000	O	O		
18	zijd	zijd	[zijd]	BW()	0.500000	O	B-NP		
19	,	,	[,]	LET()	1.000000	O	O		
20	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
21	)	)	[)]	LET()	1.000000	O	O		
22	0.760946	0.760946	[0.760946]	SPEC(symb)	1.000000	O	B-NP		
23	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
24	B-VP	B-VP	[B-VP]	SPEC(deeleigen)	1.000000	B-MISC	I-NP		
25	2	2	[2]	TW(hoofd,vrij)	0.582751	O	I-NP		
26	obj1	obj1	[obj1]	SPEC(symb)	1.000000	O	I-NP		

text 134	.
.
[.]
LET()	1.000000	O	O	3	punct
1	4	4	[4]	TW(hoofd,vrij)	0.855556	O	B-NP		
2	.	.	[.]	LET()	1.000000	O	O		

1	.	.	[.]	LET()	1.000000	O	O		

1	[	[	[[]	LET()	1.000000	O	O		
2	.	.	[.]	LET()	1.000000	O	O		
3	]	]	[]]	LET()	1.000000	O	O		

1	LET	LET	[LET]	SPEC(deeleigen)	1.000000	O	B-NP		
2	(	(	[(]	LET()	1.000000	O	O		
3	)	)	[)]	LET()	1.000000	O	O		
4	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	O	B-NP		
5	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
6	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
7	3	3	[3]	TW(hoofd,vrij)	0.582751	O	I-NP		
8	punct	punct	[punct]	N(soort,ev,basis,onz,stan)	0.467459	O	I-NP		

text 14text 151	Sebaceous	sebaceous	[sebaceous]	ADJ(vrij,basis,zonder)	0.593992	B-ORG	B-NP	2	mod
1	1	1	[1]	TW(hoofd,vrij)	0.698220	O	B-NP		
2	Sebaceous_sebaceous	Sebaceous_sebaceous	[Sebaceous]_[sebaceous]	SPEC(deeleigen)_SPEC(deeleigen)	1.000000	O_O	B-NP_I-NP		
3	[	[	[[]	LET()	1.000000	O	O		
4	sebaceous	sebaceous	[sebaceous]	N(soort,ev,basis,zijd,stan)	0.667417	O	B-NP		
5	]	]	[]]	LET()	1.000000	O	B-NP		
6	ADJ	ADJ	[ADJ]	SPEC(deeleigen)	1.000000	B-MISC	B-NP		
7	(	(	[(]	LET()	1.000000	O	O		
8	vrij	vrij	[vrij]	ADJ(vrij,basis,zonder)	0.789873	O	B-ADJP		
9	,	,	[,]	LET()	1.000000	O	O		
10	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
11	,	,	[,]	LET()	1.000000	O	O		
12	zonder	zonder	[zonder]	VZ(init)	0.750000	O	B-PP		
13	)	)	[)]	LET()	1.000000	O	O		
14	0.593992	0.593992	[0.593992]	SPEC(symb)	1.000000	O	B-NP		
15	B-ORG_B-NP	B-ORG_B-NP	[B-ORG]_[B-NP]	SPEC(deeleigen)_SPEC(deeleigen)	1.000000	B-MISC_I-MISC	I-NP_I-NP		
16	2	2	[2]	TW(hoofd,vrij)	0.582751	O	I-NP		
17	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.414695	O	I-NP		

text 162	gland	gland	[gland]	WW(od,vrij,zonder)	0.413110	I-ORG	B-VP	3	mod
1	2	2	[2]	TW(hoofd,vrij)	0.582751	O	B-NP		
2	gland	gland	[gland]	N(soort,ev,basis,onz,stan)	0.519685	O	I-NP		
3	gland	gland	[gland]	VZ(init)	0.446741	O	B-VP		
4	[	[	[[]	LET()	1.000000	O	O		
5	gland	gland	[gland]	N(soort,ev,basis,zijd,stan)	0.598290	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	B-NP		
7	WW	WW	[WW]	SPEC(deeleigen)	1.000000	B-MISC	I-NP		
8	(	(	[(]	LET()	1.000000	O	O		
9	od	od	[od]	N(soort,ev,basis,zijd,stan)	0.460329	O	B-NP		
10	,	,	[,]	LET()	1.000000	O	O		
11	vrij	vrij	[vrij]	ADJ(vrij,basis,zonder)	0.789873	O	B-ADJP		
12	,	,	[,]	LET()	1.000000	O	O		
13	zonder	zonder	[zonder]	VZ(init)	0.750000	O	B-PP		
14	)	)	[)]	LET()	1.000000	O	O		
15	0.413110	0.413110	[0.413110]	SPEC(symb)	1.000000	O	B-NP		
16	I-ORG_B-VP	I-ORG_B-VP	[I-ORG]_[B-VP]	SPEC(deeleigen)_SPEC(deeleigen)	1.000000	B-MISC_I-MISC	I-NP_B-NP		
17	3	3	[3]	TW(hoofd,vrij)	0.582751	I-MISC	I-NP		
18	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.414695	I-MISC	I-NP		

text 173	DO	do	[do]	N(soort,ev,basis,zijd,stan)	0.994581	I-ORG	B-NP	0	ROOT
1	3	3	[3]	SPEC(symb)	1.000000	O	B-NP		
2	DO	do	[do]	N(soort,ev,basis,zijd,stan)	0.992385	B-MISC	I-NP		
3	do	do	[do]	SPEC(vreemd)	1.000000	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	do	do	[do]	SPEC(vreemd)	1.000000	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	O		
7	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	B-NP		
8	(	(	[(]	LET()	1.000000	O	O		
9	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
10	,	,	[,]	LET()	1.000000	O	O		
11	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
12	,	,	[,]	LET()	1.000000	O	O		
13	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
14	,	,	[,]	LET()	1.000000	O	O		
15	zijd	zijd	[zijd]	BW()	0.500000	O	B-NP		
16	,	,	[,]	LET()	1.000000	O	O		
17	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
18	)	)	[)]	LET()	1.000000	O	O		
19	0.994581	0.994581	[0.994581]	TW(hoofd,prenom,stan)	0.790993	O	B-NP		
20	I-ORG_B-NP	I-ORG_B-NP	[I-ORG]_[B-NP]	SPEC(deeleigen)_SPEC(deeleigen)	1.000000	B-MISC_I-MISC	I-NP_B-NP		
21	0	0	[0]	TW(hoofd,vrij)	0.993492	O	B-NP		
22	ROOT	root	[root]	N(soort,ev,basis,zijd,stan)	0.494754	B-MISC	I-NP		

text 184	.
.
[.]
LET()	1.000000	O	O	3	punct
1	4	4	[4]	TW(hoofd,vrij)	0.855556	O	B-NP		
2	.	.	[.]	LET()	1.000000	O	O		

1	.	.	[.]	LET()	1.000000	O	O		

1	[	[	[[]	LET()	1.000000	O	O		
2	.	.	[.]	LET()	1.000000	O	O		
3	]	]	[]]	LET()	1.000000	O	O		

1	LET	LET	[LET]	SPEC(deeleigen)	1.000000	O	B-NP		
2	(	(	[(]	LET()	1.000000	O	O		
3	)	)	[)]	LET()	1.000000	O	O		
4	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	O	B-NP		
5	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
6	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
7	3	3	[3]	TW(hoofd,vrij)	0.582751	O	I-NP		
8	punct	punct	[punct]	N(soort,ev,basis,onz,stan)	0.467459	O	I-NP		

text 19text 201	Amblyomma	amblyomma	[amblyomma]	N(soort,ev,basis,onz,stan)	0.525136	O	B-NP	0	ROOT
1	1	1	[1]	TW(hoofd,vrij)	0.698220	O	B-NP		
2	Amblyomma	amblyomma	[amblyomma]	N(soort,ev,basis,onz,stan)	0.465982	B-PER	B-NP		
3	amblyomma	amblyomma	[amblyomma]	SPEC(deeleigen)	1.000000	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	amblyomma	amblyomma	[amblyomma]	N(soort,ev,basis,onz,stan)	0.997585	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	B-NP		
7	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	I-NP		
8	(	(	[(]	LET()	1.000000	O	O		
9	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
10	,	,	[,]	LET()	1.000000	O	O		
11	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
12	,	,	[,]	LET()	1.000000	O	O		
13	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
14	,	,	[,]	LET()	1.000000	O	O		
15	onz	onz	[onz]	N(soort,ev,basis,zijd,stan)	0.825560	O	B-NP		
16	,	,	[,]	LET()	1.000000	O	O		
17	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
18	)	)	[)]	LET()	1.000000	O	O		
19	0.525136	0.525136	[0.525136]	SPEC(symb)	1.000000	O	B-NP		
20	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
21	B-NP	B-NP	[B-NP]	SPEC(deeleigen)	1.000000	B-MISC	I-NP		
22	0	0	[0]	TW(hoofd,vrij)	0.993492	O	B-NP		
23	ROOT	root	[root]	N(soort,ev,basis,zijd,stan)	0.494754	B-MISC	I-NP		

text 212	cajennense	cajennense	[cajennense]	N(soort,ev,basis,zijd,stan)	0.525965	O	I-NP	1	mod
1	2	2	[2]	TW(hoofd,vrij)	0.582751	O	B-NP		
2	cajennense	cajennens	[cajennens][e]	ADJ(prenom,basis,met-e,stan)	0.501676	O	I-NP		
3	cajennense	cajennense	[cajennense]	N(soort,ev,basis,zijd,stan)	0.750615	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	cajennense	cajennense	[cajennense]	N(soort,ev,basis,zijd,stan)	0.686888	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	B-NP		
7	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	I-NP		
8	(	(	[(]	LET()	1.000000	O	O		
9	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
10	,	,	[,]	LET()	1.000000	O	O		
11	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
12	,	,	[,]	LET()	1.000000	O	O		
13	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
14	,	,	[,]	LET()	1.000000	O	O		
15	zijd	zijd	[zijd]	BW()	0.500000	O	B-NP		
16	,	,	[,]	LET()	1.000000	O	O		
17	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
18	)	)	[)]	LET()	1.000000	O	O		
19	0.525965	0.525965	[0.525965]	SPEC(symb)	1.000000	O	B-NP		
20	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
21	I-NP	I-NP	[I-NP]	SPEC(deeleigen)	1.000000	B-ORG	I-NP		
22	1	1	[1]	TW(hoofd,vrij)	0.698220	O	I-NP		
23	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.455688	O	I-NP		

text 223	.
.
[.]
LET()	1.000000	O	O	2	punct
1	3	3	[3]	TW(hoofd,vrij)	0.855556	O	B-NP		
2	.	.	[.]	LET()	1.000000	O	O		

1	.	.	[.]	LET()	1.000000	O	O		

1	[	[	[[]	LET()	1.000000	O	O		
2	.	.	[.]	LET()	1.000000	O	O		
3	]	]	[]]	LET()	1.000000	O	O		

1	LET	LET	[LET]	SPEC(deeleigen)	1.000000	O	B-NP		
2	(	(	[(]	LET()	1.000000	O	O		
3	)	)	[)]	LET()	1.000000	O	O		
4	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	O	B-NP		
5	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
6	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
7	2	2	[2]	TW(hoofd,vrij)	0.582751	O	I-NP		
8	punct	punct	[punct]	N(soort,ev,basis,onz,stan)	0.467459	O	I-NP		

text 23text 241	Forging-press	Forging-press	[Forging-press]	SPEC(vreemd)	1.000000	O	B-NP	0	ROOT
1	1	1	[1]	TW(hoofd,vrij)	0.698220	O	B-NP		
2	Forging-press	Forging-press	[Forging-press]	SPEC(vreemd)	1.000000	B-MISC	I-NP		
3	Forging-press	Forging-press	[Forging-press]	SPEC(vreemd)	1.000000	I-MISC	B-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	Forging-press	Forging-press	[Forging-press]	SPEC(vreemd)	1.000000	B-MISC	B-NP		
6	]	]	[]]	LET()	1.000000	O	O		
7	SPEC(vreemd)	SPEC(vreemd)	[SPEC(vreemd)]	SPEC(deeleigen)	1.000000	B-MISC	B-NP		
8	1.000000	1.000000	[1.000000]	TW(hoofd,vrij)	0.371589	O	B-NP		
9	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
10	B-NP	B-NP	[B-NP]	SPEC(deeleigen)	1.000000	B-MISC	I-NP		
11	0	0	[0]	TW(hoofd,vrij)	0.993492	O	B-NP		
12	ROOT	root	[root]	N(soort,ev,basis,zijd,stan)	0.494754	B-MISC	I-NP		

text 252	operator	operator	[operator]	SPEC(vreemd)	1.000000	O	I-NP	0	ROOT
1	2	2	[2]	TW(hoofd,prenom,stan)	0.500000	O	B-NP		
2	operator	operator	[operator]	SPEC(vreemd)	1.000000	O	I-NP		
3	operator	operator	[operator]	SPEC(vreemd)	1.000000	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	operator	operator	[operator]	SPEC(vreemd)	1.000000	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	O		
7	SPEC(vreemd)	SPEC(vreemd)	[SPEC(vreemd)]	SPEC(deeleigen)	1.000000	B-PRO	B-NP		
